ID,Veröffentlicht,Artikelnummer,EAN code,ABAS-ID,Verwendungszweck,Produkttyp,Mounting:MountingMethod,RatingsCertifications:LuminaireType,RatingsCertifications:LuminairePictograph,Monitoring,Lieferländer-id,Supply,MaxInputVoltageAC,Anschlussquerschnitt,Betriebsart,Batterietechnologie,Lichtquelle,Konstantstrom,Farbtemperatur,RatingCertifications:Certifications,RatingsCertifications:RecognitionDistance,MaterialData:Material,HousingColorInformation:Color,ElectronicPerformanceData:MaxPower,ElectronicPerformanceData:LuminousFluxEmergency,ElectronicPerformanceData:Powerfactor,ElectronicBackupTimes:MaxBackupTime,ElectronicPerformanceData:LuminousFluxMains,TemperaturesBS:MaxTemp,TemperaturesBS:MinTemp,TemperaturesDS:MaxTemp,TemperaturesDS:MinTemp,RatingsCertifications:InsulationClass,RatingsCertifications:IKclass,RatingsCertifications:IngressProtection,Verkaufstext,HousingDimensions:Diameter,HousingDimensions:Height,HousingDimensions:Length,HousingDimension:Width
68801,1,LSD413SC,4260766556463,"(82943,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Einzeln n.A.,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",56m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
68565,1,LSD411SC,4260766556456,"(82942,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Einzeln n.A.,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",56m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
57908,1,LSD019ML,4260123682873,"(4446,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Einzeln n.A.,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE",56m,Aluminum,Alu eloxiert,"9,3 W",600 lm,"0,57 PF",CPS,600 lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
57906,1,LSD019,4260123682866,"(1484,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Einzeln n.A.,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,285 - 315 mA,5700 K,"Müllentsorgung,CE",56m,Aluminum,Alu eloxiert,"5,2 W", lm,"0,54 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,334 mm,62 mm,614 mm
74098,1,LMW418SC,4262483022924,"(89819,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE",22m,Aluminum,Alu eloxiert,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
68767,1,LMW413SC,4260766556449,"(82941,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE",22m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
68721,1,LMW411SC,4260766556432,"(82940,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE",22m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
57840,1,LMW019ML,4260123682019,"(4441,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE",22m,Aluminum,Alu eloxiert,"5,2 W",300 lm,"0,57 PF",CPS,300 lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
57830,1,LMW019,4260123681920,"(4440,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,140-180 mA,5600 K,"Müllentsorgung,CE",22m,Aluminum,Alu eloxiert,"4,5 W", lm,"0,49 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for wall mounting.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
74097,1,LMD418SC,4262483022917,"(89818,2,0)","Katalog,Webseite",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",22m,Aluminum,Alu eloxiert,"2,6 W",,"0,44 PF",8 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
68694,1,LMD411SC,4260766556418,"(82938,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",22m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",1 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
68612,1,LMD413SC,4260766556425,"(82939,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,140-180 mA,5600 K,"Müllentsorgung,CE,""5 Jahre Garantie""",22m,Aluminum,Alu eloxiert,"4,2 W",,"0,6 PF",3 h,,40 °C,-5 °C,40 °C,-5 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
57841,1,LMD019ML,4260123682026,"(4435,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE",22m,Aluminum,Alu eloxiert,"5,2 W",300 lm,"0,57 PF",CPS,300 lm,40 °C,-20 °C,40 °C,-20 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
57832,1,LMD019,4260123681937,"(4434,2,0)","Webseite,Katalog",Notleuchte,Deckenaufbau,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,140-180 mA,5600 K,"Müllentsorgung,CE",22m,Aluminum,Alu eloxiert,"4,5 W", lm,"0,49 PF",CPS, lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 3,IP 40,"<p>Robust emergency exit sign luminaire made from slim aluminium profile, for ceiling mounting. Suited to inscription on one or two sides.</p>
<p>The additional downward light emission helps to illuminate emergency and escape routes.</p>",,147 mm,62 mm,258 mm
67795,1,LFD15003SC-NW-BM,4262483025970,"(72190,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",,,,,LiFePO4,,,,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,,,,8 h,6500 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1560 mm,82 mm
64910,1,LFD15001SC-NW,4260659566487,"(25438,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",,,,,LiFePO4,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,,,,1 h,6500 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1560 mm,82 mm
64675,1,LFD15009-NW,4260682142108,"(22532,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",BS / DS,,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,54 W,6800 lm,"0,95 PF",CPS,6800 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1560 mm,82 mm
64552,1,LFD15003SC-NW,4260659566494,"(22530,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"1,5 mm²",BS / DS,LiFePO4,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,55 W,500 lm,"0,95 PF",3 h,7000 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1560 mm,82 mm
64529,1,LFD15008SC-NW,4260659566500,"(25439,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",,,,,LiFePO4,,,,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,,,,8 h,6500 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1560 mm,82 mm
64519,1,LFD15009ML-NW,4260682142092,"(22531,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",BS / DS,,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,56 W,6800 lm,"0,95 PF",CPS,6800 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1560 mm,82 mm
64843,1,LFD12008SC-NW,4260659566470,"(25437,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",,,,,LiFePO4,,,,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,,,,8 h,4400 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1220 mm,82 mm
64762,1,LFD12003SC-NW,4260659566463,"(22527,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"1,5 mm²",BS / DS,LiFePO4,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,40 W,500 lm,"0,91 PF",3 h,4500 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1220 mm,82 mm
64733,1,LFD12009ML-NW,4260682142078,"(22528,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",BS / DS,,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,38 W,4500 lm,"0,93 PF",CPS,4500 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1220 mm,82 mm
64549,1,LFD12009-NW,4260682142085,"(22529,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",BS / DS,,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,36 W,4500 lm,"0,95 PF",CPS,4500 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1220 mm,82 mm
64433,1,LFD12001SC-NW,4260659566456,"(25436,2,0)","Webseite,Katalog",Notleuchte,Universal,"Allgemeinleuchte,Sicherheitsleuchte",Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"1,5 mm²",BS / DS,LiFePO4,LED,,4000 K,"CE,Müllentsorgung",,Polycarbonate,RAL 7035,,,,1 h,4400 lm,40 °C,-5 °C,40 °C,-5 °C,1,IK 8,IP 65,<p>The robust LED wall- and ceiling-mounted luminaire made from fibreglass-reinforced polyester for damp room applications. The external support brackets simplify mounting.</p>,,97 mm,1220 mm,82 mm
59191,1,KXU019ML,4260659562533,"(4414,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE,ENEC,Bauartgeprüft",30m,Polycarbonate,RAL 9003,"5,2 W",300 lm,"0,57 PF",CPS,300 lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
58597,1,KXU009ML,4260123681609,"(4408,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,190-205 mA,6000 K,"Müllentsorgung,CE,ENEC,Bauartgeprüft",30m,Polycarbonate,RAL 9003,"2,2 W",32 lm,"0,47 PF",CPS,32 lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
57281,1,KXU029ML,4260659562540,"(4416,2,0)","Webseite,Katalog",Notleuchte,Universal,"Rettungszeichenleuchte,Sicherheitsleuchte",Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,300 mA,6000 K,"Müllentsorgung,CE,ENEC,Bauartgeprüft",30m,Polycarbonate,RAL 9003,"5,2 W",520 lm,"0,57 PF",CPS,520 lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
59023,1,KXU019,4260659562526,"(4413,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,ENEC,Bauartgeprüft",30m,Polycarbonate,RAL 9003,"4,2 W",335 lm,"0,52 PF",CPS,335 lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
57280,1,KXU029,4260123685881,"(4415,2,0)","Webseite,Katalog",Notleuchte,Universal,"Rettungszeichenleuchte,Sicherheitsleuchte",Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,300 mA,6000 K,"Müllentsorgung,CE,ENEC,Bauartgeprüft",30m,Polycarbonate,RAL 9003,"4,6 W",520 lm,"0,54 PF",CPS,520 lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
57244,1,KXU009,4260123680893,"(4407,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,CPS,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",DS,,LED,190-205 mA,6000 K,"Müllentsorgung,CE,ENEC,Bauartgeprüft",30m,Polycarbonate,RAL 9003,"0,9 W",32 lm,"0,34 PF",CPS,32 lm,40 °C,-25 °C,40 °C,-25 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
73033,1,KXU413WL,,"(88967,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Polycarbonate,RAL 9003,"5,3 W",180 lm,,3 h,305 lm,40 °C,-5 °C,35 °C,-5 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
74096,1,KXU428SC,4262483022900,"(89817,2,0)","Katalog,Webseite",Notleuchte,Universal,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,250 V,"2,5 mm²",BS / DS,LiFePO4,LED,300 mA,6000 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Polycarbonate,RAL 9003,"5,3 W",210 lm,"0,66 PF",8 h,210 lm,40 °C,-5 °C,35 °C,-5 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
74095,1,KXU418SC,4262483022894,"(89816,2,0)","Katalog,Webseite",Notleuchte,Universal,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Polycarbonate,RAL 9003,"2,6 W",60 lm,"0,44 PF",8 h,60 lm,40 °C,-5 °C,35 °C,-5 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
72828,1,KXU413SC,4260766557422,"(87737,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Polycarbonate,RAL 9003,"4,2 W",190 lm,"0,6 PF",3 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
72825,1,KXU411SC,4260766557415,"(87736,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,235 - 260 mA,5700 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Polycarbonate,RAL 9003,"4,2 W",190 lm,"0,6 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
72824,1,KXU423SC,4260766557446,"(87739,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,250 V,"2,5 mm²",BS / DS,LiFePO4,LED,300 mA,6000 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Polycarbonate,RAL 9003,"8,2 W",520 lm,"0,79 PF",3 h,520 lm,40 °C,-5 °C,35 °C,-5 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
72821,1,KXU421SC,4260766557439,"(87738,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,250 V,"2,5 mm²",BS / DS,LiFePO4,LED,300 mA,6000 K,"Müllentsorgung,CE,""5 Jahre Garantie""",30m,Polycarbonate,RAL 9003,"6,4 W",520 lm,"0,74 PF",1 h,520 lm,40 °C,-5 °C,35 °C,-5 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>
<p><br /><br /></p>",,242 mm,48 mm,332 mm
60495,1,KXH019ML,4260659562441,"(4995,2,0)","Webseite,Katalog",Notleuchte,Universal,Rettungszeichenleuchte,Set,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"2,5 mm²",ELS,,LED,280-320 mA,6500 K,"Müllentsorgung,CE",30m,Polycarbonate,RAL 9003,"5,2 W",300 lm,"0,57 PF",CPS,300 lm,40 °C,-20 °C,40 °C,-20 °C,2,IK 3,IP 40,"<p>Innovative plastic emergency exit sign luminaire for universal mounting, in a conically tapering housing producing an appealing look. Suited to inscription on one or two sides. </p>",,242 mm,48 mm,332 mm
